DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
MUNICIPAL LICENSING & STDS,047073,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,6.26,LIGHT DUTY,UNLEADED, 27-Jul-23, 20-Jun-23,34571,2124,5,1,CLASS1,10, 28-Apr-17,BOOTH GARAGE,Active Unit,,MS1330,MS1330,,"1,160.00",1.81,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,047074,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 27-Jul-23, 14-Jun-23,28020,1128,2,2,CLASS1,10, 25-Sep-17,ELLESMERE GARAGE,Active Unit,,MS1253,MS1253,,"1,160.00",28.37,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047075,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 24-Jul-23, 1-Mar-23,42493,324,5169,0,CLASS1,10, 25-Sep-17,DISCO GARAGE,Active Unit,,MS1260,MS1260,,"1,160.00",36.67,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,047076,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 28-Jul-23, 24-Jul-23,42894,904,5066,301,CLASS1,10, 25-Sep-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",5.80,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047077,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 19-May-21, 3-Apr-23,46390,2506,2,2,CLASS1,10, 25-Sep-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",16.66,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047078,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 26-Jul-23, 5-Jun-23,38925,2058,4,1,CLASS1,10, 25-Sep-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",72.16,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047079,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 15-Jul-23, 17-Jul-23,36254,1350,6220,302,CLASS1,10, 2-Oct-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",95.07,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047080,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 24-Jul-23, 9-Jan-23,54851,3103,5035,5,CLASS1,10, 2-Oct-17,DISCO GARAGE,Active Unit,,MS1260,MS1260,,"1,160.00",8.85,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,047081,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 26-Jul-23, 1-Dec-22,50069,878,6153,0,CLASS1,10, 2-Oct-17,ELLESMERE GARAGE,Active Unit,,MS1253,MS1253,,"1,160.00",,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047082,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 28-Jul-23, 8-May-23,50161,692,5821,3,CLASS1,10, 2-Oct-17,BOOTH GARAGE,Active Unit,,MS1360,MS1360,,"1,160.00",7.81,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,047083,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 24-Jul-23, 13-Jul-23,49054,3558,10835,539,CLASS1,10, 2-Oct-17,DISCO GARAGE,Active Unit,,MS1360,MS1360,,"1,160.00",97.63,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,047084,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.85,LIGHT DUTY,UNLEADED, 28-Jul-23, 24-Jul-23,22413,829,7084,28,CLASS1,10, 25-Sep-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",221.42,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047085,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.83,LIGHT DUTY,UNLEADED, 27-Jul-23, 10-May-23,61762,1019,6508,1,CLASS1,10, 3-Oct-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",0.00,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,047086,2020,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,3.06,LIGHT DUTY,UNLEADED, 25-Jul-23, 29-Mar-23,20276,1872,3237,527,CLASS1,10, 8-Jul-20,DISCO GARAGE,Active Unit,,MS1230,MS1230,,"1,160.00",3.92,1.50,PICKU-COMP,PICKUP - COMPACT,047CHEVUN20,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,050030,2016,DODGE,RAM 1500,5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,7.09,LIGHT DUTY,UNLEADED, 28-Jul-23, 24-May-23,93518,3476,1700,2,CLASS2,10, 30-Jun-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",68.61,1.50,PICKU-1/2T,PICKUP - 1/2 TON,050DODGUN16-1,4WD CREW CAB PICKUP TRUCK WITH TC-12 ARROWBOARD,V1.5UND,BYAC---8,"180,000",0,005264,821 PROGRESS AVE
MUNICIPAL LICENSING & STDS,051001,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 27-Jul-23, 17-Jul-23,94359,4115,2448,154,CLASS1,10, 22-May-12,ELLESMERE GARAGE,Replacement Program,,MS1360,MS1360,,"1,160.00",121.60,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,051002,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 31-Jul-23, 22-Sep-22,88125,3737,4623,0,CLASS1,10, 22-May-12,BOOTH GARAGE,Replacement Program,,MS1253,MS1253,,"1,160.00",,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,051003,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 30-Jul-23, 26-May-23,102351,3476,434,302,CLASS1,10, 22-May-12,BOOTH GARAGE,Replacement Program,,MS1253,MS1253,,"1,160.00",392.72,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,051004,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 21-Jul-23, 30-Jun-23,84540,2185,3447,5,CLASS1,10, 22-May-12,DISCO GARAGE,Replacement Program,,MS1260,MS1260,,"1,160.00",117.92,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,051005,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 25-Jul-23, 29-Jun-23,78987,2220,817,213,CLASS1,10, 22-May-12,DISCO GARAGE,Replacement Program,,MS1260,MS1260,,"1,160.00",148.82,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,051006,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 21-Jul-23, 24-Mar-23,74579,1748,2335,131,CLASS1,10, 22-May-12,ELLESMERE GARAGE,Replacement Program,,MS1230,MS1230,,"1,160.00",25.18,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,051007,2012,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,11.20,LIGHT DUTY,UNLEADED, 27-Aug-18, 24-Sep-18,0,0,0,0,CLASS1,10, 22-May-12,ELLESMERE GARAGE,Unit is totaled,,MS1310,MS1310,,"1,160.00",,1.50,PICKU-COMP,PICKUP - COMPACT,051CHEVUN12,2WD EXT. CAB COMPACT PICKUP TRUCK,STANDARD,00,"180,000","4,500",,
MUNICIPAL LICENSING & STDS,051008,2015,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,7.53,LIGHT DUTY,UNLEADED, 28-Jul-23, 21-Feb-23,89794,4242,3,1,CLASS1,10, 19-Jan-16,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",15.03,1.50,PICKU-COMP,PICKUP - COMPACT,051TOYOUN15,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,051009,2016,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,7.49,LIGHT DUTY,UNLEADED, 12-Jun-23, 11-Apr-23,82373,4490,5002,5,CLASS1,10, 5-Feb-16,ELLESMERE GARAGE,Active Unit,,MS1260,MS1210,,"1,160.00",84.23,1.50,PICKU-COMP,PICKUP - COMPACT,051TOYOUN16,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,051010,2016,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,7.45,LIGHT DUTY,UNLEADED, 27-Jul-23, 8-May-23,72949,5300,8,4,CLASS1,10, 19-Feb-16,DISCO GARAGE,Active Unit,,MS1260,MS1260,,"1,160.00",0.01,1.50,PICKU-COMP,PICKUP - COMPACT,051TOYOUN16,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,051011,2016,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,7.45,LIGHT DUTY,UNLEADED, 22-Jul-23, 20-Jun-23,46114,4203,511,1,CLASS1,10, 19-Feb-16,BOOTH GARAGE,Active Unit,,MS1330,MS1330,,"1,160.00",6.41,1.50,PICKU-COMP,PICKUP - COMPACT,051TOYOUN16,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,051012,2016,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,7.45,LIGHT DUTY,UNLEADED, 12-Jul-23, 28-Feb-23,54973,5395,3,3,CLASS1,10, 19-Feb-16,EASTERN GARAGE,Active Unit,,MS1330,MS1330,,"1,160.00",182.32,1.50,PICKU-COMP,PICKUP - COMPACT,051TOYOUN16,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,051018,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,5.67,LIGHT DUTY,UNLEADED, 31-Jul-23, 17-Jul-23,24108,438,3894,3,CLASS1,10, 1-Dec-17,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",38.27,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,094030,2006,DODGE,CARAVAN,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,17.87,LIGHT DUTY,UNLEADED, 3-Jan-18, 25-Sep-17,0,0,0,0,CLASS1,8, 19-Sep-05,DISCO GARAGE,Unit is totaled,,MS1212,MS1212,,"1,160.00",,1.50,VAN-PASS,VAN - PASSENGER,094DODGUN06,MINI CARGO VAN,STANDARD,00,"160,000",0,,
MUNICIPAL LICENSING & STDS,095134,2015,FORD,TRANSIT CONN,3MZ1TTUHZZ,VAN-MINICARGO CL1 4X2 10Y UNLEAD SH,8.47,LIGHT DUTY,UNLEADED, 29-Mar-23, 29-May-23,76990,3859,344,60,CLASS1,10, 11-Feb-15,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",80.12,1.50,VAN-PASS,VAN - PASSENGER,095FORDUN15,MINI CARGO VAN WITH ANIMAL SERVICES INTERIOR UPFIT,V1.5UND,BYAC---8,"160,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,095135,2015,FORD,TRANSIT CONN,3MZ1TTUHZZ,VAN-MINICARGO CL1 4X2 10Y UNLEAD SH,8.49,LIGHT DUTY,UNLEADED, 18-Nov-22, 21-Jun-23,88895,4530,3,3,CLASS1,10, 5-Feb-15,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",266.07,1.50,VAN-PASS,VAN - PASSENGER,095FORDUN15,MINI CARGO VAN WITH ANIMAL SERVICES INTERIOR UPFIT,V1.5UND,BYAC---8,"160,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,111030,2010,FORD,E150,3HS2TTUZZZ,VAN-1/2T-CARGO-SR CL2 4X2 10Y UNLEAD,13.58,LIGHT DUTY,UNLEADED, 10-Jul-23, 4-Apr-23,80493,0,1621,0,CLASS2,10, 5-Jan-10,ELLESMERE GARAGE,Replacement Program,,MS1212,MS1212,,"1,160.00",27.19,1.50,VAN-1/2T,VAN - 1/2 TON,111FORDUN10,HALF TON CARGO VAN,V1.5OVR,OYAC---8,"180,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,112381,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.86,LIGHT DUTY,UNLEADED, 25-Jul-23, 25-Jul-23,207627,411,7079,5,CLASS2,10, 20-Sep-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",300.66,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112382,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.86,LIGHT DUTY,UNLEADED, 31-Jul-23, 26-May-23,192332,7487,9423,3,CLASS2,10, 20-Sep-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",292.87,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112384,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.77,LIGHT DUTY,UNLEADED, 22-Jul-23, 31-Jul-23,157220,7162,8473,5,CLASS2,10, 24-Oct-16,ELLESMERE GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",50.02,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,005264,821 PROGRESS AVE
MUNICIPAL LICENSING & STDS,112385,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.77,LIGHT DUTY,UNLEADED, 11-Jul-23, 22-Jun-23,149008,7397,1373,300,CLASS2,10, 24-Oct-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",101.92,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112386,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.77,LIGHT DUTY,UNLEADED, 30-Jul-23, 9-Jun-23,153555,6469,5515,3,CLASS2,10, 24-Oct-16,ELLESMERE GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",23.86,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,005264,821 PROGRESS AVE
MUNICIPAL LICENSING & STDS,112387,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.69,LIGHT DUTY,UNLEADED, 31-May-23, 11-Jul-23,62892,1306,3044,0,CLASS2,10, 24-Nov-16,FINCH GARAGE,Active Unit,,MS5033,MS5033,,"1,160.00",3.31,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,005979,1300 SHEPPARD AVE W
MUNICIPAL LICENSING & STDS,112388,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.69,LIGHT DUTY,UNLEADED, 26-Jul-23, 26-Jul-23,64438,331,5940,2,CLASS2,10, 24-Nov-16,DISCO GARAGE,Active Unit,,MS5036,MS5036,,"1,160.00",76.68,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112389,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.69,LIGHT DUTY,UNLEADED, 26-Jul-23, 26-Jun-23,160291,1756,9028,3,CLASS2,10, 24-Nov-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",6.55,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112390,2016,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,6.69,LIGHT DUTY,UNLEADED, 29-Jul-23, 26-Jun-23,177273,583,7396,3,CLASS2,10, 24-Nov-16,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",45.62,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112425,2018,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.38,LIGHT DUTY,UNLEADED, 28-Jul-23, 26-May-23,98422,208,11853,4,CLASS2,10, 14-Mar-18,DISCO GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",31.10,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN18A,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112426,2018,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.38,LIGHT DUTY,UNLEADED, 17-Jun-23, 20-Mar-23,9434,161,1332,12,CLASS2,10, 14-Mar-18,FINCH GARAGE,Active Unit,,MS5039,MS5039,,"1,160.00",21.99,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN18A,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,005979,1300 SHEPPARD AVE W
MUNICIPAL LICENSING & STDS,112427,2018,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.38,LIGHT DUTY,UNLEADED, 30-Jul-23, 27-Jun-23,78902,616,4228,231,CLASS2,10, 14-Mar-18,ELLESMERE GARAGE,Active Unit,,MS5032,MS5032,,"1,160.00",163.24,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN18A,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT,V1.5UND,BYAC---8,"220,000",0,005264,821 PROGRESS AVE
MUNICIPAL LICENSING & STDS,112505,2020,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,1.22,LIGHT DUTY,UNLEADED, 30-Jul-23, 20-Jul-23,759,28,3,4,CLASS2,10, 11-May-22,ELLESMERE GARAGE,Active Unit,,MS5032,MS5032,,"1,160.00",0.95,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20A,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,002726,146 THE EAST MALL
MUNICIPAL LICENSING & STDS,112506,2020,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,1.24,LIGHT DUTY,UNLEADED, 31-Jul-23, 11-May-23,7007,609,1282,275,CLASS2,10, 4-May-22,ELLESMERE GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",38.12,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20A,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005264,821 PROGRESS AVE
MUNICIPAL LICENSING & STDS,112507,2020,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,2.03,LIGHT DUTY,UNLEADED, 31-Jul-23, 24-May-23,28716,7,15929,1,CLASS2,10, 20-Jul-21,ELLESMERE GARAGE,Active Unit,,MS5048,MS5048,,"1,160.00",24.88,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20A,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005264,821 PROGRESS AVE
